ticket_id,created_at,agent_id,priority,resolution_hours,channel
1002,2024-03-21 20:30:00,225.0,High,10.66,Chat
1003,2024-03-21 21:00:00,216.0,High,21.45,Phone
1004,2024-03-21 21:30:00,249.0,High,11.35,Phone
1005,2024-03-21 22:00:00,,Low,20.55,Chat
1006,2024-03-21 22:30:00,249.0,High,12.33,Email
1007,2024-03-21 23:00:00,209.0,Low,7.51,Chat
1008,2024-03-21 23:30:00,228.0,Medium,32.21,Email
1009,2024-03-22 00:00:00,248.0,High,9.7,Chat
1010,2024-03-22 00:30:00,246.0,Medium,9.55,Email
1011,2024-03-22 01:00:00,240.0,High,11.72,Chat
1012,2024-03-22 01:30:00,227.0,High,20.06,Chat
1013,2024-03-22 02:00:00,249.0,Low,8.33,Email
1014,2024-03-22 02:30:00,222.0,High,12.22,Chat
1015,2024-03-22 03:00:00,239.0,Medium,10.015,Phone
1016,2024-03-22 03:30:00,232.0,Low,14.15,Chat
1017,2024-03-22 04:00:00,218.0,Medium,0.86,Email
1018,2024-03-22 04:30:00,212.0,Low,5.85,Email
1019,2024-03-22 05:00:00,231.0,Low,6.63,Phone
1020,2024-03-22 05:30:00,218.0,High,8.78,Email
1021,2024-03-22 06:00:00,231.0,Low,7.21,Email
1022,2024-03-22 06:30:00,242.0,High,20.11,Phone
1023,2024-03-22 07:00:00,248.0,High,17.06,Email
1024,2024-03-22 07:30:00,246.0,High,4.33,Email
1025,2024-03-22 08:00:00,230.0,High,12.19,Chat
1026,2024-03-22 08:30:00,203.0,High,26.42,Email
1027,2024-03-22 09:00:00,210.0,High,6.25,Email
1028,2024-03-22 09:30:00,243.0,High,7.94,Phone
1029,2024-03-22 10:00:00,235.0,High,15.05,Email
1030,2024-03-22 10:30:00,249.0,High,2.76,Phone
1031,2024-03-22 11:00:00,229.0,Medium,9.59,Email
1032,2024-03-22 11:30:00,226.0,Low,24.13,Email
1033,2024-03-22 12:00:00,214.0,Low,31.73,Chat
1034,2024-03-22 12:30:00,203.0,Medium,4.62,Email
1035,2024-03-22 13:00:00,208.0,High,23.07,Chat
1036,2024-03-22 13:30:00,240.0,High,3.55,Chat
1037,2024-03-22 14:00:00,234.0,High,35.83,Chat
1038,2024-03-22 14:30:00,214.0,Low,15.6,Phone
1039,2024-03-22 15:00:00,221.0,Medium,9.6,Chat
1040,2024-03-22 15:30:00,238.0,High,8.16,Phone
1041,2024-03-22 16:00:00,,Low,16.07,Email
1042,2024-03-22 16:30:00,222.0,Medium,28.63,Chat
1043,2024-03-22 17:00:00,216.0,High,16.8,Chat
1044,2024-03-22 17:30:00,238.0,High,23.38,Phone
1045,2024-03-22 18:00:00,253.0,Low,21.5,Chat
1046,2024-03-22 18:30:00,215.0,High,20.45,Phone
1047,2024-03-22 19:00:00,217.0,High,38.93,Email
1048,2024-03-22 19:30:00,228.0,Medium,23.35,Email
1049,2024-03-22 20:00:00,,Medium,12.05,Chat
1050,2024-03-22 20:30:00,231.0,High,14.59,Chat
1051,2024-03-22 21:00:00,253.0,Medium,2.95,Chat
1052,2024-03-22 21:30:00,237.0,High,2.35,Phone
1053,2024-03-22 22:00:00,209.0,Medium,8.52,Chat
1054,2024-03-22 22:30:00,212.0,High,11.2,Phone
1055,2024-03-22 23:00:00,204.0,High,8.5,Phone
1056,2024-03-22 23:30:00,257.0,Low,9.61,Email
1057,2024-03-23 00:00:00,220.0,Low,22.58,Chat
1058,2024-03-23 00:30:00,217.0,Low,13.82,Phone
1059,2024-03-23 01:00:00,251.0,High,2.01,Email
1060,2024-03-23 01:30:00,218.0,High,18.91,Phone
1061,2024-03-23 02:00:00,213.0,Medium,18.52,Chat
1062,2024-03-23 02:30:00,215.0,High,11.38,Chat
1063,2024-03-23 03:00:00,223.0,Medium,10.015,Email
1064,2024-03-23 03:30:00,204.0,High,7.23,Phone
1065,2024-03-23 04:00:00,238.0,Medium,15.47,Email
1066,2024-03-23 04:30:00,225.0,High,7.45,Email
1067,2024-03-23 05:00:00,258.0,Medium,10.3,Email
1068,2024-03-23 05:30:00,246.0,Low,20.55,Unknown
1069,2024-03-23 06:00:00,223.0,Medium,11.99,Chat
1070,2024-03-23 06:30:00,242.0,High,11.51,Email
1071,2024-03-23 07:00:00,248.0,Medium,28.59,Chat
1072,2024-03-23 07:30:00,211.0,High,9.26,Phone
1073,2024-03-23 08:00:00,209.0,Low,22.56,Chat
1074,2024-03-23 08:30:00,208.0,High,13.66,Phone
1075,2024-03-23 09:00:00,202.0,Low,7.41,Phone
1076,2024-03-23 09:30:00,219.0,Medium,7.97,Email
1077,2024-03-23 10:00:00,,High,16.77,Email
1078,2024-03-23 10:30:00,246.0,High,32.39,Phone
1079,2024-03-23 11:00:00,222.0,High,5.35,Chat
1080,2024-03-23 11:30:00,229.0,Low,4.02,Chat
1081,2024-03-23 12:00:00,246.0,High,27.73,Phone
1082,2024-03-23 12:30:00,255.0,High,10.14,Chat
1083,2024-03-23 13:00:00,216.0,Low,13.29,Phone
1084,2024-03-23 13:30:00,,High,2.84,Email
1085,2024-03-23 14:00:00,235.0,High,23.15,Chat
1086,2024-03-23 14:30:00,237.0,High,2.74,Chat
1087,2024-03-23 15:00:00,248.0,Low,20.48,Chat
1088,2024-03-23 15:30:00,246.0,Medium,9.32,Email
1089,2024-03-23 16:00:00,223.0,High,11.59,Chat
1090,2024-03-23 16:30:00,245.0,Low,8.22,Phone
1091,2024-03-23 17:00:00,203.0,Low,5.49,Chat
1092,2024-03-23 17:30:00,220.0,Low,8.11,Email
1093,2024-03-23 18:00:00,213.0,Low,16.71,Chat
1094,2024-03-23 18:30:00,215.0,High,1.31,Phone
1095,2024-03-23 19:00:00,254.0,Low,3.02,Chat
1096,2024-03-23 19:30:00,226.0,Low,18.27,Email
1097,2024-03-23 20:00:00,204.0,High,13.71,Phone
1098,2024-03-23 20:30:00,229.0,Low,34.99,Chat
1099,2024-03-23 21:00:00,204.0,Medium,3.66,Chat
1100,2024-03-23 21:30:00,208.0,Low,4.83,Email
1101,2024-03-23 22:00:00,223.0,High,10.53,Email
1102,2024-03-23 22:30:00,226.0,High,11.95,Unknown
1103,2024-03-23 23:00:00,213.0,Low,13.36,Chat
1104,2024-03-23 23:30:00,238.0,High,13.06,Email
1105,2024-03-24 00:00:00,229.0,High,18.14,Email
1106,2024-03-24 00:30:00,208.0,High,1.76,Chat
1107,2024-03-24 01:00:00,249.0,High,12.94,Email
1108,2024-03-24 01:30:00,208.0,High,7.14,Email
1109,2024-03-24 02:00:00,221.0,High,6.6,Chat
1110,2024-03-24 02:30:00,210.0,High,31.7,Email
1111,2024-03-24 03:00:00,256.0,High,8.55,Phone
1112,2024-03-24 03:30:00,216.0,High,24.66,Email
1113,2024-03-24 04:00:00,252.0,Medium,10.015,Phone
1114,2024-03-24 04:30:00,257.0,Medium,8.5,Chat
1115,2024-03-24 05:00:00,213.0,Medium,11.09,Email
1116,2024-03-24 05:30:00,201.0,Low,10.39,Phone
1117,2024-03-24 06:00:00,200.0,Low,12.24,Chat
1118,2024-03-24 06:30:00,211.0,High,28.23,Email
1119,2024-03-24 07:00:00,224.0,High,20.2,Phone
1120,2024-03-24 07:30:00,209.0,Low,12.23,Chat
1121,2024-03-24 08:00:00,257.0,Medium,11.46,Chat
1122,2024-03-24 08:30:00,228.0,High,5.34,Chat
1123,2024-03-24 09:00:00,,Low,14.31,Phone
1124,2024-03-24 09:30:00,200.0,Medium,3.61,Chat
1125,2024-03-24 10:00:00,207.0,Low,5.79,Email
1126,2024-03-24 10:30:00,227.0,High,11.84,Phone
1127,2024-03-24 11:00:00,209.0,Medium,5.98,Chat
1128,2024-03-24 11:30:00,209.0,Low,2.85,Email
1129,2024-03-24 12:00:00,201.0,Low,9.89,Email
1130,2024-03-24 12:30:00,216.0,Medium,4.49,Email
1131,2024-03-24 13:00:00,245.0,High,16.1,Email
1132,2024-03-24 13:30:00,247.0,Low,12.61,Email
1133,2024-03-24 14:00:00,230.0,Low,3.28,Chat
1134,2024-03-24 14:30:00,,High,14.32,Email
1135,2024-03-24 15:00:00,226.0,Low,17.59,Phone
1136,2024-03-24 15:30:00,237.0,High,12.49,Chat
1137,2024-03-24 16:00:00,208.0,Low,9.25,Chat
1138,2024-03-24 16:30:00,224.0,High,7.67,Chat
1139,2024-03-24 17:00:00,249.0,Medium,35.11,Email
1140,2024-03-24 17:30:00,225.0,Medium,12.26,Chat
1141,2024-03-24 18:00:00,228.0,High,11.35,Email
1142,2024-03-24 18:30:00,,Low,8.69,Email
1143,2024-03-24 19:00:00,240.0,High,3.82,Chat
1144,2024-03-24 19:30:00,209.0,High,7.23,Chat
1145,2024-03-24 20:00:00,236.0,Medium,16.36,Email
1146,2024-03-24 20:30:00,255.0,High,13.86,Phone
1147,2024-03-24 21:00:00,212.0,High,13.72,Chat
1148,2024-03-24 21:30:00,253.0,High,12.0,Phone
1149,2024-03-24 22:00:00,235.0,High,5.12,Email
1150,2024-03-24 22:30:00,240.0,High,11.39,Chat
1151,2024-03-24 23:00:00,219.0,Low,20.85,Chat
1152,2024-03-24 23:30:00,202.0,High,10.64,Chat
1153,2024-03-25 00:00:00,201.0,High,0.78,Email
1154,2024-03-25 00:30:00,239.0,Low,5.65,Email
1155,2024-03-25 01:00:00,258.0,Medium,1.57,Email
1156,2024-03-25 01:30:00,236.0,High,4.94,Chat
1157,2024-03-25 02:00:00,,Low,40.59,Phone
1158,2024-03-25 02:30:00,246.0,Medium,7.65,Phone
1159,2024-03-25 03:00:00,256.0,Medium,5.13,Phone
1160,2024-03-25 03:30:00,212.0,High,2.15,Chat
1161,2024-03-25 04:00:00,206.0,High,8.84,Chat
1162,2024-03-25 04:30:00,257.0,Medium,25.03,Unknown
1163,2024-03-25 05:00:00,202.0,High,5.23,Chat
1164,2024-03-25 05:30:00,253.0,High,14.75,Chat
1165,2024-03-25 06:00:00,208.0,High,12.65,Chat
1166,2024-03-25 06:30:00,206.0,High,6.6,Email
1167,2024-03-25 07:00:00,216.0,High,17.83,Phone
1168,2024-03-25 07:30:00,218.0,High,7.69,Chat
1169,2024-03-25 08:00:00,219.0,Medium,5.63,Phone
1170,2024-03-25 08:30:00,,Medium,6.1,Email
1171,2024-03-25 09:00:00,251.0,Low,12.89,Chat
1172,2024-03-25 09:30:00,249.0,High,35.21,Chat
1173,2024-03-25 10:00:00,240.0,Low,20.68,Phone
1174,2024-03-25 10:30:00,254.0,High,5.89,Chat
1175,2024-03-25 11:00:00,256.0,Low,11.11,Chat
1176,2024-03-25 11:30:00,259.0,High,5.19,Phone
1177,2024-03-25 12:00:00,222.0,High,4.8,Email
1178,2024-03-25 12:30:00,236.0,High,1.6,Chat
1179,2024-03-25 13:00:00,245.0,High,13.93,Phone
1180,2024-03-25 13:30:00,239.0,High,6.65,Chat
1181,2024-03-25 14:00:00,,High,9.09,Chat
1182,2024-03-25 14:30:00,240.0,Medium,13.95,Chat
1183,2024-03-25 15:00:00,223.0,High,2.79,Unknown
1184,2024-03-25 15:30:00,234.0,Low,3.62,Chat
1185,2024-03-25 16:00:00,211.0,Low,14.84,Phone
1186,2024-03-25 16:30:00,257.0,Medium,4.15,Email
1187,2024-03-25 17:00:00,253.0,High,4.45,Chat
1188,2024-03-25 17:30:00,236.0,High,20.23,Phone
1189,2024-03-25 18:00:00,246.0,Low,10.04,Email
1190,2024-03-25 18:30:00,220.0,Medium,24.3,Phone
1191,2024-03-25 19:00:00,222.0,Low,31.65,Phone
1192,2024-03-25 19:30:00,230.0,Medium,26.91,Phone
1193,2024-03-25 20:00:00,215.0,High,2.67,Phone
1194,2024-03-25 20:30:00,201.0,Medium,12.3,Email
1195,2024-03-25 21:00:00,223.0,High,19.95,Email
1196,2024-03-25 21:30:00,243.0,Low,13.77,Phone
1197,2024-03-25 22:00:00,215.0,Low,7.69,Chat
1198,2024-03-25 22:30:00,241.0,Low,4.05,Phone
1199,2024-03-25 23:00:00,235.0,High,16.91,Chat
1200,2024-03-25 23:30:00,225.0,Low,2.64,Phone
1201,2024-03-26 00:00:00,243.0,Low,2.02,Email
1202,2024-03-26 00:30:00,251.0,High,4.72,Phone
1203,2024-03-26 01:00:00,257.0,High,10.54,Phone
1204,2024-03-26 01:30:00,245.0,Medium,24.91,Chat
1205,2024-03-26 02:00:00,205.0,Medium,8.23,Email
1206,2024-03-26 02:30:00,220.0,Medium,19.73,Email
1207,2024-03-26 03:00:00,231.0,High,4.44,Phone
1208,2024-03-26 03:30:00,204.0,High,7.09,Chat
1209,2024-03-26 04:00:00,225.0,High,7.55,Phone
1210,2024-03-26 04:30:00,207.0,High,5.72,Unknown
1211,2024-03-26 05:00:00,233.0,High,22.39,Email
1212,2024-03-26 05:30:00,211.0,High,2.51,Email
1213,2024-03-26 06:00:00,216.0,High,22.06,Email
1214,2024-03-26 06:30:00,218.0,High,12.67,Chat
1215,2024-03-26 07:00:00,258.0,High,16.68,Phone
1216,2024-03-26 07:30:00,226.0,High,5.26,Phone
1217,2024-03-26 08:00:00,233.0,Medium,16.3,Chat
1218,2024-03-26 08:30:00,255.0,Low,1.74,Email
1219,2024-03-26 09:00:00,,Medium,9.22,Email
1220,2024-03-26 09:30:00,216.0,Medium,13.0,Email
1221,2024-03-26 10:00:00,225.0,Low,5.49,Email
1222,2024-03-26 10:30:00,253.0,High,2.66,Email
1223,2024-03-26 11:00:00,243.0,High,4.72,Email
1224,2024-03-26 11:30:00,240.0,Medium,7.71,Chat
1225,2024-03-26 12:00:00,222.0,High,6.96,Email
1226,2024-03-26 12:30:00,251.0,High,1.1,Chat
1227,2024-03-26 13:00:00,211.0,Medium,16.04,Email
1228,2024-03-26 13:30:00,224.0,Low,2.93,Phone
1229,2024-03-26 14:00:00,221.0,Low,12.33,Email
1230,2024-03-26 14:30:00,,Low,5.35,Email
1231,2024-03-26 15:00:00,205.0,Low,1.88,Email
1232,2024-03-26 15:30:00,247.0,High,18.03,Email
1233,2024-03-26 16:00:00,256.0,High,8.38,Email
1234,2024-03-26 16:30:00,214.0,Medium,13.38,Chat
1235,2024-03-26 17:00:00,204.0,High,13.71,Email
1236,2024-03-26 17:30:00,208.0,High,12.51,Chat
1237,2024-03-26 18:00:00,203.0,Medium,5.17,Email
1238,2024-03-26 18:30:00,247.0,High,13.93,Phone
1239,2024-03-26 19:00:00,202.0,High,18.8,Phone
1240,2024-03-26 19:30:00,241.0,Low,5.53,Chat
1241,2024-03-26 20:00:00,247.0,High,3.76,Phone
1242,2024-03-26 20:30:00,212.0,High,5.97,Email
1243,2024-03-26 21:00:00,213.0,Medium,20.61,Email
1244,2024-03-26 21:30:00,216.0,Medium,9.25,Phone
1245,2024-03-26 22:00:00,245.0,High,25.65,Chat
1246,2024-03-26 22:30:00,256.0,Low,7.07,Phone
1247,2024-03-26 23:00:00,245.0,High,10.13,Phone
1248,2024-03-26 23:30:00,216.0,Low,26.36,Phone
1249,2024-03-27 00:00:00,242.0,High,29.33,Chat
1250,2024-03-27 00:30:00,,High,16.71,Chat
1251,2024-03-27 01:00:00,225.0,High,3.57,Email
1252,2024-03-27 01:30:00,207.0,Medium,10.2,Phone
1253,2024-03-27 02:00:00,218.0,High,9.58,Chat
1254,2024-03-27 02:30:00,248.0,High,3.89,Email
1255,2024-03-27 03:00:00,230.0,High,23.0,Phone
1256,2024-03-27 03:30:00,207.0,Low,13.5,Email
1257,2024-03-27 04:00:00,254.0,High,4.65,Phone
1258,2024-03-27 04:30:00,230.0,Low,3.45,Email
1259,2024-03-27 05:00:00,220.0,High,11.78,Email
1260,2024-03-27 05:30:00,202.0,Low,1.8,Phone
1261,2024-03-27 06:00:00,234.0,High,19.3,Phone
1262,2024-03-27 06:30:00,233.0,High,6.83,Chat
1263,2024-03-27 07:00:00,209.0,High,3.05,Phone
1264,2024-03-27 07:30:00,250.0,High,14.93,Email
1265,2024-03-27 08:00:00,230.0,Low,4.69,Email
1266,2024-03-27 08:30:00,205.0,Medium,8.97,Unknown
1267,2024-03-27 09:00:00,211.0,Low,11.35,Phone
1268,2024-03-27 09:30:00,216.0,High,4.26,Chat
1269,2024-03-27 10:00:00,244.0,Medium,13.5,Email
1270,2024-03-27 10:30:00,245.0,High,23.92,Phone
1271,2024-03-27 11:00:00,249.0,High,20.52,Email
1272,2024-03-27 11:30:00,236.0,Low,9.49,Chat
1273,2024-03-27 12:00:00,254.0,Low,17.42,Phone
1274,2024-03-27 12:30:00,218.0,Low,3.74,Email
1275,2024-03-27 13:00:00,234.0,Medium,8.72,Email
1276,2024-03-27 13:30:00,237.0,High,21.21,Chat
1277,2024-03-27 14:00:00,222.0,Medium,3.91,Chat
1278,2024-03-27 14:30:00,227.0,Medium,11.57,Email
1279,2024-03-27 15:00:00,242.0,High,17.83,Phone
1280,2024-03-27 15:30:00,251.0,High,11.03,Phone
1281,2024-03-27 16:00:00,255.0,Medium,30.74,Email
1282,2024-03-27 16:30:00,217.0,Medium,7.3,Chat
1283,2024-03-27 17:00:00,243.0,Low,6.44,Phone
1284,2024-03-27 17:30:00,245.0,Low,2.59,Chat
1285,2024-03-27 18:00:00,256.0,High,11.96,Phone
1286,2024-03-27 18:30:00,238.0,Low,11.07,Email
1287,2024-03-27 19:00:00,212.0,High,4.96,Phone
1288,2024-03-27 19:30:00,244.0,Low,13.41,Phone
1289,2024-03-27 20:00:00,,High,27.99,Phone
1290,2024-03-27 20:30:00,222.0,Medium,6.54,Phone
1291,2024-03-27 21:00:00,229.0,Low,24.31,Chat
1292,2024-03-27 21:30:00,243.0,Medium,16.84,Chat
1293,2024-03-27 22:00:00,210.0,High,8.76,Phone
1294,2024-03-27 22:30:00,241.0,Medium,0.91,Phone
1295,2024-03-27 23:00:00,208.0,High,9.03,Chat
1296,2024-03-27 23:30:00,223.0,High,5.06,Email
1297,2024-03-28 00:00:00,207.0,High,12.73,Email
1298,2024-03-28 00:30:00,201.0,Medium,6.41,Chat
1299,2024-03-28 01:00:00,219.0,High,8.46,Phone
1300,2024-03-28 01:30:00,257.0,Low,5.35,Phone
1301,2024-03-28 02:00:00,233.0,Low,6.21,Unknown
1302,2024-03-28 02:30:00,242.0,Medium,13.52,Chat
1303,2024-03-28 03:00:00,213.0,High,1.56,Unknown
1304,2024-03-28 03:30:00,212.0,High,21.96,Chat
1305,2024-03-28 04:00:00,254.0,Low,15.37,Email
1306,2024-03-28 04:30:00,243.0,Low,1.38,Phone
1307,2024-03-28 05:00:00,229.0,High,12.43,Email
1308,2024-03-28 05:30:00,216.0,High,7.27,Chat
1309,2024-03-28 06:00:00,251.0,High,5.98,Phone
1310,2024-03-28 06:30:00,228.0,Medium,8.35,Chat
1311,2024-03-28 07:00:00,203.0,High,8.76,Phone
1312,2024-03-28 07:30:00,,High,4.75,Chat
1313,2024-03-28 08:00:00,225.0,Low,6.57,Chat
1314,2024-03-28 08:30:00,226.0,Medium,20.63,Email
1315,2024-03-28 09:00:00,222.0,High,2.15,Chat
1316,2024-03-28 09:30:00,217.0,Medium,18.48,Chat
1317,2024-03-28 10:00:00,236.0,High,4.9,Chat
1318,2024-03-28 10:30:00,218.0,High,14.15,Chat
1319,2024-03-28 11:00:00,230.0,High,2.69,Chat
1320,2024-03-28 11:30:00,204.0,High,4.82,Chat
1321,2024-03-28 12:00:00,,High,8.05,Chat
1322,2024-03-28 12:30:00,213.0,Medium,0.97,Phone
1323,2024-03-28 13:00:00,236.0,Medium,2.78,Email
1324,2024-03-28 13:30:00,216.0,Low,26.97,Chat
1325,2024-03-28 14:00:00,211.0,High,17.35,Email
1326,2024-03-28 14:30:00,210.0,Low,19.06,Phone
1327,2024-03-28 15:00:00,242.0,Medium,15.25,Chat
1328,2024-03-28 15:30:00,203.0,High,6.04,Phone
1329,2024-03-28 16:00:00,247.0,High,30.33,Chat
1330,2024-03-28 16:30:00,227.0,Medium,38.74,Phone
1331,2024-03-28 17:00:00,227.0,High,3.41,Phone
1332,2024-03-28 17:30:00,212.0,Low,9.66,Phone
1333,2024-03-28 18:00:00,221.0,High,8.85,Email
1334,2024-03-28 18:30:00,244.0,High,9.37,Unknown
1335,2024-03-28 19:00:00,,High,18.85,Email
1336,2024-03-28 19:30:00,255.0,High,9.89,Phone
1337,2024-03-28 20:00:00,237.0,Medium,10.87,Chat
1338,2024-03-28 20:30:00,216.0,High,9.92,Chat
1339,2024-03-28 21:00:00,204.0,High,2.9,Email
1340,2024-03-28 21:30:00,234.0,Low,29.99,Email
1341,2024-03-28 22:00:00,233.0,High,2.56,Email
1342,2024-03-28 22:30:00,230.0,Medium,7.59,Chat
1343,2024-03-28 23:00:00,231.0,Medium,8.32,Chat
1344,2024-03-28 23:30:00,204.0,Medium,13.11,Email
1345,2024-03-29 00:00:00,223.0,Medium,15.41,Email
1346,2024-03-29 00:30:00,207.0,Low,1.19,Email
1347,2024-03-29 01:00:00,251.0,High,11.33,Chat
1348,2024-03-29 01:30:00,253.0,High,3.96,Phone
1349,2024-03-29 02:00:00,249.0,Medium,13.92,Phone
1350,2024-03-29 02:30:00,228.0,Medium,11.95,Chat
1351,2024-03-29 03:00:00,248.0,Medium,0.69,Phone
1352,2024-03-29 03:30:00,248.0,Low,2.84,Email
1353,2024-03-29 04:00:00,220.0,High,9.15,Email
1354,2024-03-29 04:30:00,203.0,High,15.63,Chat
1355,2024-03-29 05:00:00,250.0,High,17.64,Email
1356,2024-03-29 05:30:00,235.0,High,13.24,Chat
1357,2024-03-29 06:00:00,226.0,Low,5.86,Email
1358,2024-03-29 06:30:00,251.0,High,12.1,Chat
1359,2024-03-29 07:00:00,257.0,High,9.32,Phone
1360,2024-03-29 07:30:00,252.0,Medium,6.27,Phone
1361,2024-03-29 08:00:00,200.0,High,20.4,Email
1362,2024-03-29 08:30:00,,Low,10.89,Email
1363,2024-03-29 09:00:00,229.0,Medium,10.75,Email
1364,2024-03-29 09:30:00,231.0,High,17.46,Unknown
1365,2024-03-29 10:00:00,214.0,High,6.42,Chat
1366,2024-03-29 10:30:00,222.0,High,9.21,Email
1367,2024-03-29 11:00:00,233.0,Low,3.17,Phone
1368,2024-03-29 11:30:00,,High,4.43,Email
1369,2024-03-29 12:00:00,,Low,2.52,Email
1370,2024-03-29 12:30:00,204.0,High,3.39,Chat
1371,2024-03-29 13:00:00,222.0,High,3.91,Email
1372,2024-03-29 13:30:00,215.0,High,8.77,Chat
1373,2024-03-29 14:00:00,217.0,Medium,14.35,Chat
1374,2024-03-29 14:30:00,248.0,Medium,6.05,Email
1375,2024-03-29 15:00:00,225.0,High,10.57,Chat
1376,2024-03-29 15:30:00,228.0,High,37.81,Phone
1377,2024-03-29 16:00:00,258.0,High,5.57,Email
1378,2024-03-29 16:30:00,,Low,7.71,Email
1379,2024-03-29 17:00:00,245.0,High,6.92,Chat
1380,2024-03-29 17:30:00,258.0,High,28.87,Chat
1381,2024-03-29 18:00:00,258.0,High,11.59,Email
1382,2024-03-29 18:30:00,219.0,Low,2.29,Phone
1383,2024-03-29 19:00:00,224.0,Medium,12.7,Email
1384,2024-03-29 19:30:00,202.0,Low,4.42,Chat
1385,2024-03-29 20:00:00,244.0,High,9.0,Email
1386,2024-03-29 20:30:00,223.0,Low,16.19,Phone
1387,2024-03-29 21:00:00,200.0,High,11.22,Chat
1388,2024-03-29 21:30:00,209.0,Medium,3.84,Phone
1389,2024-03-29 22:00:00,210.0,Medium,2.04,Email
1390,2024-03-29 22:30:00,204.0,Medium,5.66,Phone
1391,2024-03-29 23:00:00,204.0,Medium,12.13,Chat
1392,2024-03-29 23:30:00,234.0,High,5.57,Email
1393,2024-03-30 00:00:00,214.0,Medium,5.58,Email
1394,2024-03-30 00:30:00,257.0,Low,9.72,Phone
1395,2024-03-30 01:00:00,234.0,Low,19.04,Chat
1396,2024-03-30 01:30:00,234.0,Low,0.47,Email
1397,2024-03-30 02:00:00,231.0,High,3.66,Email
1398,2024-03-30 02:30:00,238.0,High,2.67,Email
1399,2024-03-30 03:00:00,246.0,High,6.52,Chat
1400,2024-03-30 03:30:00,219.0,High,17.74,Email
1401,2024-03-30 04:00:00,236.0,High,14.16,Email
1402,2024-03-30 04:30:00,234.0,High,10.7,Phone
1403,2024-03-30 05:00:00,241.0,High,15.32,Email
1404,2024-03-30 05:30:00,245.0,High,8.84,Chat
1405,2024-03-30 06:00:00,245.0,Medium,10.51,Phone
1406,2024-03-30 06:30:00,235.0,High,29.55,Phone
1407,2024-03-30 07:00:00,204.0,Medium,16.74,Chat
1408,2024-03-30 07:30:00,248.0,High,22.29,Chat
1409,2024-03-30 08:00:00,258.0,Low,35.05,Phone
1410,2024-03-30 08:30:00,233.0,High,3.1,Chat
1411,2024-03-30 09:00:00,226.0,Low,10.53,Phone
1412,2024-03-30 09:30:00,211.0,Low,3.1,Chat
1413,2024-03-30 10:00:00,227.0,Low,23.8,Email
1414,2024-03-30 10:30:00,234.0,Low,8.47,Email
1415,2024-03-30 11:00:00,246.0,High,37.12,Chat
1416,2024-03-30 11:30:00,229.0,High,23.49,Chat
1417,2024-03-30 12:00:00,210.0,Low,4.86,Chat
1418,2024-03-30 12:30:00,209.0,Low,15.29,Chat
1419,2024-03-30 13:00:00,232.0,Medium,15.46,Chat
1420,2024-03-30 13:30:00,237.0,High,5.81,Email
1421,2024-03-30 14:00:00,252.0,High,11.95,Chat
1422,2024-03-30 14:30:00,249.0,Medium,5.97,Email
1423,2024-03-30 15:00:00,234.0,High,7.84,Chat
1424,2024-03-30 15:30:00,208.0,Medium,9.44,Email
1425,2024-03-30 16:00:00,249.0,Low,10.33,Unknown
1426,2024-03-30 16:30:00,232.0,High,3.83,Email
1427,2024-03-30 17:00:00,250.0,Medium,32.95,Unknown
1428,2024-03-30 17:30:00,244.0,High,2.64,Phone
1429,2024-03-30 18:00:00,218.0,Medium,11.49,Chat
1430,2024-03-30 18:30:00,224.0,Medium,5.9,Chat
1431,2024-03-30 19:00:00,224.0,High,24.46,Email
1432,2024-03-30 19:30:00,216.0,Medium,6.94,Email
1433,2024-03-30 20:00:00,246.0,Low,6.92,Chat
1434,2024-03-30 20:30:00,222.0,High,31.74,Email
1435,2024-03-30 21:00:00,241.0,Low,6.65,Email
1436,2024-03-30 21:30:00,232.0,High,9.72,Email
1437,2024-03-30 22:00:00,,High,5.09,Chat
1438,2024-03-30 22:30:00,241.0,Medium,14.52,Chat
1439,2024-03-30 23:00:00,210.0,Low,11.75,Unknown
1440,2024-03-30 23:30:00,233.0,High,3.82,Email
1441,2024-03-31 00:00:00,208.0,Medium,12.33,Phone
1442,2024-03-31 00:30:00,206.0,High,6.42,Chat
1443,2024-03-31 01:00:00,249.0,High,13.62,Email
1444,2024-03-31 01:30:00,,High,3.54,Chat
1445,2024-03-31 02:00:00,240.0,High,18.28,Unknown
1446,2024-03-31 02:30:00,255.0,High,20.08,Phone
1447,2024-03-31 03:00:00,236.0,High,4.57,Chat
1448,2024-03-31 03:30:00,206.0,High,9.43,Phone
1449,2024-03-31 04:00:00,223.0,Low,15.68,Unknown
1450,2024-03-31 04:30:00,214.0,High,2.7,Chat
1451,2024-03-31 05:00:00,243.0,Medium,10.62,Email
1452,2024-03-31 05:30:00,210.0,High,12.48,Email
1453,2024-03-31 06:00:00,236.0,Low,3.18,Chat
1454,2024-03-31 06:30:00,250.0,High,4.78,Email
1455,2024-03-31 07:00:00,210.0,High,23.74,Phone
1456,2024-03-31 07:30:00,254.0,Low,13.1,Unknown
1457,2024-03-31 08:00:00,242.0,High,7.71,Chat
1458,2024-03-31 08:30:00,202.0,Medium,3.77,Chat
1459,2024-03-31 09:00:00,232.0,High,15.58,Email
1460,2024-03-31 09:30:00,219.0,High,6.06,Phone
1461,2024-03-31 10:00:00,241.0,High,39.64,Chat
1462,2024-03-31 10:30:00,211.0,Low,12.7,Phone
1463,2024-03-31 11:00:00,229.0,High,20.93,Chat
